"","id","data_review_id","full_review","rating_value","review_date","reviewer_name","reviewer_url","short_review","titleId"
"180",126,"rw3193209","The concept of the movie is quite different and the acting of Irfan Khan, Tisca Chpra and Tillotama Shome is commendable. The movie depicts a bitter truth of our society which is still prevalent in many regions, and that is the desire of a son and discrimination between sons and daughters. To desire is not a sin, but to go beyond reality to fulfill your desire is definitely a sin and a bane for the society and the people associated with it. The movie becomes quite confusing at some point and one is not able to decide whether Irfan Khan is really a ghost or not. Even though the movie went quite slow in between and lost the interest of audience in between, it is definitely a one time watch for people who like movies with different concepts.",6,"28 February 2015","bhatia-53726","/user/ur58941566/","Different concept","tt2334779"
"184",130,"rw6654426","I was born in 1991 year.\nAnd i watched that movie when i was only 4-5 years old.\nThat time i watching this movie my eyes was full of tears.....\nSame position still today.\nKadar khan is the Legend ......",10,"2 March 2021","harendrasingh-57111","/user/ur130011693/","No words to explain","tt0373935"
"187",133,"rw7558411","Enjoyable family movie with nice reveals and little twists along the way to help keep things interesting. They fight but are there for each other when it counts. The characters are funny and endearing and the way their little squabbles escalates is quite hilarious. I like the famous cast who will be familiar to most K drama watchers.",7,"18 November 2021","phd_travel","/user/ur22484170/","Endearing family drama","tt2969506"
"199",141,"rw3121653","I save the word \'brilliant\' for a very few films; The Fairy is one. It is also mad, charming, funny, odd and the hippest comedy film in a generation. The Fairy is a spirited, zany concoction about lovable misfits--one with askew magical power, and the team of Fiona Gordon, Dominique Abel & Bruno Romy is the most original and bright comedy team since Monty Python! Fiona Gordon is an unglamorous fairy; Dominique Abel the worn-down recipient of her beneficence; Bruno Romy is the third member of this writing-directing-acting triumvirate, although Romy tends more to the directing end than as an actor.How did IMDb compute a rating of 6.2 for a film that every one of the IMDb reviewers loved? -- Frank Cullen founder: American Vaudeville Museum; author of ""Vaudeville, Old & New: an Encyclopedia of Variety Performers in America"" (Routledge Press).",10,"10 November 2014","fcullen","/user/ur0573253/","Gordon & Abel & Romy revive Intelligent Physical Comedy","tt1922645"
"214",151,"rw9422920","This film begins with a British geologist by the name of ""Sir Henry Sheffield"" (Broderick O\'Farrell) being sent by a wealthy patron to negotiate the purchase of some land in the American west with a small-town attorney named ""Gordon Rontell"" (Ted Adams). Although things go quite smooth at first, once Sheffield tells him more of the details, Rontell has him kidnapped not too long afterward and forces him to sign a power of attorney which authorizes him to withdraw large amounts of money from the local bank. At the same time, he dispatches some hired thugs to burn down the houses and terrorize the people on those lands into eventually selling their property over to him--all while pretending to be outraged over these attacks. What he doesn\'t count on, however, is the sudden arrival of two cowboys named ""Tucson Smith"" (Guinn \'Big Boy\' Williams) and ""Stoney Martin"" (Al St. John) who have befriended one of his intended victims by the name of ""Charlie Hayden"" (Lafe McKee) who is determined to reveal the identity of the person financing these murderous raids. Now, rather than reveal any more, I will just say that this was an okay film which, because of the obvious limitations of the film industry at the time, might require the viewer to make certain allowances. And while the picture quality, sound and editing aren\'t necessarily that good, it does have the distinction of being the first film to debut the character of Tucson Smith who eventually became a member of the acclaimed ""Three Mesquiteers"" from Republic Pictures grade-B movie fame. Be that as it may, while this is certainly not a great Western by any means, I suppose it passed the time well enough, and I have rated it accordingly. Average.",5,"8 November 2023","Uriah43","/user/ur36357573/","A Basic Grade-B Western","tt0026612"
"217",154,"rw6597332","The acting is good and it\'s beautifully shot but it\'s soooo repetitive. A character puts on music, a character smokes. They argue. They make-up. They discuss filmmaking and ""art"". Characters talk while shoveling food down their mouths. Wash, rinse, repeat. It could have been a good short film. You get everything you really need in like 30 min. But alas its feature length film. So instead you\'re just hit with the same points again and again. It never adds anything new.",5,"14 February 2021","mr_bickle_the_pickle","/user/ur17527919/","Repetitive","tt12676326"
"231",160,"rw6844604","This film contains 100 minutes of constant bickering. I find it unbearable.",NA,"24 April 2021","Gordon-11","/user/ur0035842/","Boring, Boring, Boring","tt12676326"
"235",163,"rw6565335","They fight - they try to have sex - they fight - they try to have sex - they fight - they try to have sex. Thats the whole movie in a nutshell. And you as the audience wonder if they end up having sex or not. That\'s the plot.\nOk that was really a very shallow view on this film as there is indeed more it tells but its nothing really new. We had that intimate look at a couple\'s relationship a lot of times before and there is not much to add. Sometimes the film feels like an extended version of the fight scene between Tom Cruise and Nicole Kidman in ""Eyes Wide Shut"". We learn a lot about the two characters lives, their past and they emotions. There are a few heartbreaking moments that really make it worthwhile. The acting is great, too which is the biggest bonus the film has. Without John David Washington and Zendaya there wouldn\'t be much left except for an excellent cinematography. But the screenplay is not really that thrilling. It just plays around with various topics of fights, a couple that questions their relationship, their motives. And all of that. Again, had that a dozens time before. The acting and style is what makes it special. The direction by Sam Levinson is also not too shabby. John David Washington is great and shows another range of his immense talent. This is also the film that hopefully gives Zendaya the respect as an actress she deserves. Both are fantastic, both have showed scenes. Both play off each other, its hard to say who is better, but in the essence we see a great showcase of two actors who will have a long and exciting career in Hollywood, who are about to become the leading actors of a new generation.\nAll in all not a bad film but nothing too thought provoking.",7,"5 February 2021","Alexander_Blanchett","/user/ur1296280/","A Thin Line between Love and Hate","tt12676326"
"238",165,"rw6570512","The cinematography was beautiful. The soundtrack was sensational. The dialogue was riveting. The emotions were turbulent.\nI genuinely do not understand why this movie has so many negative reviews. Yes, the concept is similar to ""Marriage Story"" and more but is that really a bad thing? We all loved those movies, didn\'t we?\nThey took it and made a whole new movie out of it. Filed it in 14 days with a 22 person crew and 2 amazing actors who really know what they were doing.\nI\'m also happy to see Zendaya in something more mature, even though I love her other characters and productions just as much.\nReally great work!!",8,"6 February 2021","yusufpiskin","/user/ur34435688/","Masterpiece","tt12676326"
"239",166,"rw6584877","""Malcolm and Marie"" done in black and white is clear a discussion and conversation like film that\'s in the moment and it challenges thought as life and love collide. It involves a director Malcolm(John David Washington) who after the night of one of his movie premieres returns home for dinner with his girlfriend Marie(Zendaya) and the night turns into many things from loud words to passion to hope and doubt. The acting and on screen chemistry between the two is tense and great as both of their emotions spill out as they question their sanity and the meaning of love and their current state of being together. The movie may not be everyone\'s cup of tea still it\'s thought provoking and makes one see how love, doubt, passion, and life all clash in one.",5,"11 February 2021","blanbrn","/user/ur9927546/","An in the moment type film that challenges life and love.","tt12676326"
"240",167,"rw6567733","""Malcolm & Marie is another Marriage Story and Revolutionary Road typical movie that maybe we can say the black version of Marriage Story and Revolutionary Road which is for me this is kinda little bit intense than two of that, i like that they choose black and white color the whole movie i think that was a perfect decision, very very strong chemistry between Zendaya and John David Washington, they perfomance is blew my mind because i didn\'t expect they are gonna be so good, this movie have everything especially in the emotion way, there is a time to laugh, there is a time to serious, there is a time to sad, and there is a time to scared, and i get all of that, i really enjoyed this so much in fact i actually want more of this, overall Malcolm & Marie is a really good movie with an incredible perfomance, highly recommended""",10,"6 February 2021","HabibieHakim123","/user/ur105506099/","Incredible Perfomance","tt12676326"
"245",172,"rw0045107","The cast brings this routine ""Oater"" up to watchable standards.  Based on the novel by Brand ""South of Rio Grande"" this is the story of a youngster (Rooney) searching for his brother in the wild west.  The plot is predictable and at times the director lets the action sag a bit, however, as with most of Rooney\'s \'transition\' flicks this one is good, just to see how The Mick tries to get away from his Andy Hardy stereotype.  Worth a watch.",NA,"25 January 2001","buxx3882","/user/ur0512345/","Above average Western","tt0043829"
"249",176,"rw1862756","This ‘B’ Western is the working definition of an “oater”: designed as a vehicle for the diminutive but energetic Mickey Rooney, his character is somewhat overbearing – that of a New Yorker who goes to Mexico in search of his elder brother, nicknamed “The Pride Of Tenth Avenue” (played by Robert Stack), only to find him to be not as upstanding and hard-working as he had been led to believe. In fact, Stack’s the right-hand man of a notorious bandit – dubbed “El Tigre”; when confronted by Rooney, Stack confesses to being indebted to the Mexican…but when ultimately revealed, the latter’s true identity greatly dismays Rooney (a clue: Stack and the bandit never appear together in the same scene!). Anyway, the film is unassuming and pretty forgettable but, at the same time, watchable enough; on the plus side is an appropriately foreign look (the production company took the trouble of shooting on location, albeit in a studio – the hacienda setting, incidentally, would soon become a staple of Mexican horror efforts!), as well as the imposing and reliable presence of Robert Preston as the Ranger out to capture “El Tigre”. The feminine angle is represented by petite Wanda Hendrix, coveted by Stack but who finally ends up with Rooney – content, for once, to be able to get a girl his own size instead of the usual “6-foot whales” from back home!",4,"23 April 2008","Bunuel1976","/user/ur1399158/","MY OUTLAW BROTHER (Elliott Nugent, 1951) **","tt0043829"
"255",181,"rw3290669","In searching for Mickey Rooney movies on YouTube to watch in chronological order, I stumbled into this western he made independently as his M-G-M contract was winding down. He plays an easterner looking for his brother who\'s revealed to be the title character. He\'s played by Robert Stack, years before his famous role as Elliot Ness on the TV show ""The Untouchables"". Robert Preston, years before his iconic role in the musical ""The Music Man, is the Texas ranger helping Rooney along. I\'ll just now say this was quite an entertaining oater. Some funny stuff from Rooney but it\'s also quite serious when it needs to be. The leading lady is Wanda Hendrix as a senorita who Stack tries to posses. She\'d eventually marry his brother in real life but only for a few years. Anyway, My Outlaw Brother is worth a look for fans of any of the above players.",7,"4 August 2015","tavm","/user/ur11228318/","Mickey Rooney, Robert Preston, and Robert Stack bring some pleasure in My Outlaw Brother","tt0043829"
"257",183,"rw2975771","A south-of-the border oater most appropriate for those who remember the days when Mickey Rooney was one of the absolute biggest box office draws, for those who love Robert Preston and want to see him in an earlier film role, and for anyone who only came to love Robert Stack in The Untouchables and so then became motivated to see his earlier but less familiar film work, this is a fun matinée flick! A serious Preston, Stack not as the Elliot Ness type of good guy, but as a seriously evil and duplicitous villain, and Rooney providing the necessary comedic relief when needed. One surprise element you can see coming, one you cannot -- good fisticuffs, some stupid moves by the good guys, and some nice shoot-outs, all in black and white, what more do you need to go get the popcorn ready?",6,"8 March 2014","fullheadofsteam","/user/ur36195464/","Now a good nostalgic movie time","tt0043829"
"263",188,"rw0738611","Watching a group of ""suits"" attempt to rewrite Chekhov\'s ""Three Sisters"" in order to make it more attractive to the audience of today so they can recoup a gigantic loss which has been incurred by an eager but profligate film maker is hilarious. We follow the group from London to New York as they try to get their bank out of serious debt. Totally original, extremely classy and yet another example of why French films continue to be a force in cinema, it constantly delivers laughs while having a subtle dig about films today, what sells them and why they are watched. A perceptive observation of how today\'s films have been hijacked by those who can only seen the ""bottom line"" is delivered with comical flair.",NA,"15 August 2004","moi-23","/user/ur3095436/","Hilarious","tt0250069"
"270",195,"rw1616249","I have watched this movie quite a few times, but I think its one of the rare movies I tend to watch with equal enthusiasm every time. Although, it was a remake of a Tamil film ""Adhutha Vittu Penn"", I thought the Hindi version was EQUALLY amazing and not to mention immensely entertaining =) I thought performance-wise Kishore, STOLE THE SHOW! I cannot imagine the movie without him. The guy is incredible at comedy. Sunil Dutt was fabulous, I just adore him to bits, he is so underrated...he put in a stupendous performance! ROFL gotta love the scene where he attempts to learn music from Kishore...he had me in splits. As for Mehmood, he simply rocked. \'Daaaaaai\' bhola . I liked his unique accent. haha. I think its imitated by plenty of actors till date and yes, its annoying to the core. Saira, well I usually find her very irritating in most of her films, I thought she was passable. The soundtrack was amazing. Ahhh...man I can just listen to them all day long. My personal favorites include kehna hai, mera samne wali ladki ne and main chali is one of best female duets sung by Asha and Lata. The movie is a must watch, it\'s a classic in every sense. Highly recommended! 9/10",9,"7 March 2007","rinks","/user/ur14516303/","Padosan","tt0063404"
"280",203,"rw4457238","Songs are awesome and what a cult classic cinema with trendsetting comedy",10,"13 November 2018","upadhyaysatyam-75597","/user/ur73076755/","10 out of 10...","tt0063404"
"282",204,"rw2133372","One of the best all time comedies and among the best of Indian cinema. Kishore Kumar and mahmood stand out every one in their comic timing . you keep wondering how versatile can a man be after watching kishore kumar sing and act at the same time. sunil dutt is cute and good with his dialogs. good acting . saira banu is also good. The maestro that he is , once again RD Burman proves that the genius like him are rarely born.kishore kumar and Manna Day have sung the songs awesomely. The songs ""Mere samnewali khidki\', ""kehena Hai "", ""sawariya"" and the only one of its kind till date in the history of cinema ""Ek Chatur naar"". Kishore kumar according is the hero of the Film.",10,"28 September 2009","wassupbhaskar","/user/ur22149597/","Exciting! Great! Marvellous piece of cinema!!!!!","tt0063404"
"287",208,"rw6198055","One of the classic of Indian cinema.\nGreat performance.\nAmazing music and I would say excellent repeat value.",10,"23 October 2020","PremKumarDayma","/user/ur79287180/","Need More Rom-com Like These !","tt0063404"
"298",216,"rw4918655","Great, original british comedy. Brett & Catherine work great together",9,"7 June 2019","alfieosullivan","/user/ur93464914/","Loved it","tt3055402"
"304",220,"rw4300534","A beautiful love story told without being too soppy or wet. A fun super hero story told without big set pieces. A film that goes from laugh out loud funny to genuinely heartbreaking in a beat. Wonderfully stuff.",10,"23 August 2018","tipple-44892","/user/ur91578045/","The realest superhero story I have ever seen.","tt3055402"
"310",225,"rw7224859","I tried. I can laugh and almost anything. No humour here. Lucky to get a chuckle. Just cringy.",NA,"13 August 2021","Tom54735","/user/ur36170370/","Really really bad","tt3055402"
"315",228,"rw3181782","This very accurate movie is a deep dive into the obscure, disgusting, rotten world of the international finance. Meaning corrupted high scale banks cleaning dirty money for the benefits of the world greatest companies. A world of sharks, where only the bad guys eventually always win in the end. A world where the good folks always finish washed out at the best or crushed, wiped out at the worst. The story of a lonely man, a journalist of investigation, who fights to show to the world how the highest french politicians were deep involved into illegal transactions in which billions of dollars were about. The desperate and lost in advance struggle for this man against an evil system. The one in which we live. Terrific and disgusting at the same time. Made me dizzy. We are all puppets in front all those bastards. From actual events, unfortunately.",NA,"12 February 2015","searchanddestroy-1","/user/ur17559480/","What a rotten world","tt3037028"
"317",229,"rw3191869","This is the story, based on fact apparently, of what happens when politicians are caught, more or less with their trousers down figuratively at least, taking money, in this case for election war chests when huge defense sales are made by multinationals to a foreign government, & how they all (politicians, bankers,& corporates) cover their tracks, hurting people along the way, & how in the end they get away with it even when honest magistrates are involved trying to get to the bottom of appalling misdeeds; & how the multinationals help them to keep things murky. A frustrating depressing end to the story, as no serious sanctions are applied to alleged fraudsters & murderers; & how the little man, in this case the journalist, is hounded to prevent the story from emerging. Well acted, well shot, apart from perhaps too many shots of the journalist on his cell phone at the wheel of his car, the pace is kept up & the 106 minutes went by fast. Be prepared to follow a rather complex tale however.",6,"26 February 2015","martin-blackwell-248-609404","/user/ur58877444/","What a surprise (not!)","tt3037028"
"319",230,"rw3495162","I speak French, but watched this with a friend who does not, and we both enjoyed it very much. It\'s suspenseful and the casting is excellent. Gilles Lelouche drives the movie as a determined and gutsy left-wing journalist who never seems to get nervous (as the viewer does when he meets his ""sources"" in shady locales). It was also fun to spot Charles Berling again in another good role after Ridicule. Laurent Capelluto is convincing and mysterious in his role as as a financier accused of fraud. In fact, all of the characters are memorable. The cinematography is also beautiful, with rarely seen shots of Luxembourg. Yes, this is based on a true story. Watch it!",8,"27 June 2016","meilleuretradu","/user/ur65563376/","True story - well-cast and watchable","tt3037028"
"321",232,"rw3489938","Considering the long history of french movie making, this is only an OK movie. The topic/ story is very interesting and not to forget, current. The script should be a director\'s wet dream, but yet, the focus of the movie is too much on the central character, the way he interacts with his wife, his children and how he constantly drives a car using a cell phone. It almost seemed like the director tried to distract the viewer. The much better movie on a similar subject is ""99 Homes"". If you can forgive the current french movie makers that seemingly ignore their own history and the existences of Godard, Truffaut, Malle and Bresson, this is a watchable movie, but it could have been a lot better.",6,"18 June 2016","webcrind","/user/ur14608424/","Not bad","tt3037028"
"326",234,"rw4269926","Kelsey Grammer and Kristen Bell have good chemistry. The story is simple and meaningful, about connecting with people. Worth a watch.",8,"5 August 2018","sweeneyc-91047","/user/ur81100346/","Enjoyable and touching.","tt7170950"
"334",238,"rw4270089","I think production company for this movie is voting and writing good reviews for this movie. But the reality is it is the 1000th remake of other remakes for a father + daughter + relationships etc movie. Everything (script, acting, locations (esp the boat) ) is so boring, so lame and so bad, you cant watch it through the end.. Netflix should stop joking with us. I received 1000 emails before the movie was released.. I assume Netflix must be so hopeless if this is their only material..",NA,"5 August 2018","fuljah","/user/ur1931688/","Lame commercial and a big excuse for a movie","tt7170950"
"336",239,"rw4267775","Id put my money on this film being funded by a ship cruise company.",1,"4 August 2018","rusty-61689","/user/ur59669237/","One big ad","tt7170950"
"337",240,"rw4270997","I hope all these main cast stars are laughing ALL THE WAY TO THE BANK.",4,"6 August 2018","ryanmnordstrom","/user/ur30465122/","Owen is the smartest character in this film.","tt7170950"
"342",242,"rw4266223","Movie moves pretty slow and gets fairly boring. The only funny part of the movie is when Seth Rogen says he has never smoked anything in his life.",5,"3 August 2018","mattw3344","/user/ur34159554/","Slow","tt7170950"
"343",243,"rw4278783","Most disappointing movie I\'ve seen in years, but not objectively worse than a 3. I am a fan of Bell, Grammer, and Rogen, and I had no idea they could be in a movie that is so shallow and so undeserving of its ""emotional"" moments. I hope Royal Caribbean paid them A LOT of money for making this infomercial.",3,"11 August 2018","lolagoyal","/user/ur21102924/","Infomercial with no character development","tt7170950"
"350",246,"rw5539347","Once again here we go.............a storyline that would have made an awesome horror movie totally turned into a piece of crap!!!!!!!! WHY does Hollywood keep on dishing out these awful movies?? And do they just go out on the street and ask ""Come on with me....I am making a horror movie and you can act in it""? It\'s just sad so so sad!!!!",1,"9 March 2020","tinahale-25109","/user/ur81273541/","WHAT????","tt1701176"
"355",248,"rw5591518","Delightful drama with subtle comedy makes this film very classy",10,"30 March 2020","bevo-13678","/user/ur76062573/","Funny","tt0240515"
"360",250,"rw6994022","If your a fan of Tom Green, this is a must see. This movie was a favorite the 1st time I viewed it nearly 20 years ago. Very odd and just plain bizarre..but thats expected of him. Rip torn was great in this as well as Paul finch..Backwards man I can walk backwards fast as you can...timeless comedy..Tom Green is one of a kind.",7,"3 June 2021","thagza95","/user/ur24204186/","This movie deserves a much higher rating..cult classic","tt0240515"
"368",255,"rw0714435","I\'m not quite sure what to say about this. It\'s being called one of the worst movies of all time. That\'s what drew me to it - nobody called it boring, they meant something different by ""bad"", and I was curious as to what. What they mean is that it\'s completely perplexing: I laughed a few times, but for the most part, the humor seemed like it came from an alien culture. I\'m not calling unfunny, just completely foreign to the point of surrealism. People are placing it in the same class as Tomcats, PCU, The Ladies Man, etc., because of its shock value. But what it most reminded me of was Pink Flamingos, and The Andalusian Dog. This movie was significantly re-edited before release, and I hope that there is a director\'s cut released someday. I also hope that Green keeps making movies like this. I would urge Roger Ebert, who said ""This movie doesn\'t scrape the bottom of the barrel... This movie doesn\'t deserve to be mentioned in the same sentence with barrels"", to take another look at it. Absolutely worth seeing - 10/10.",10,"27 April 2001","iamsethh","/user/ur0514014/","Will be regarded as a classic in a few decades","tt0240515"
"379",265,"rw2253903","This film played on a public access channel in New York a few days ago, so I watched it. I had never heard of it, but the show, City Cinematheque, shows movies from around the world. This films spans the period of 1983 to 1993 in a provincial town in China and it stars the wonderful Yi Liu as Yun. In 1983, Yun gets pregnant while still in school, causing a scandal. She gives birth but is told the baby was dead. Ten years later and Yun is an opera singer for the locals, having an affair with a married man. You meet Xiao Wong, a 10 year old boy who comes in contact with her. At first annoying her (her nickname for him is ""Little Bastard""), you soon see a connection between them. What makes this slow moving, dark film stand out is the authenticity of it. China was going through a post Mao period, but from 1983 to 1993 has much changed in the villages? Special mention again of the amazing Yi Liu in the lead role, but the film will grab you by its honesty. You won\'t laugh, you may cry, but I don\'t think you\'ll forget it.",9,"23 May 2010","crossbow0106","/user/ur13588546/","Absorbing Drama","tt0477719"
"397",274,"rw6334341","This has a very low budget feel, it is intentionally a bit silly, and the acting is not great (except for the youngest girl, who plays Cheddar -- she is a damn STAR)... but... it is big FUN and just the right amount scary! I loved it.",9,"4 December 2020","AceFreeideas","/user/ur122367977/","A Little Goofy, but Great Fun!","tt6483422"
"407",278,"rw5808209","To be clear, I am in the film\nThe negative reviews are a mystery AS THE FILM IS NOT YET RELEASED!\nwhatever leaked or pirated version is being reviewed by these trolls is NOT the final work of the creative team behind this project. Wait until October 2020 and judge for yourself.",10,"8 June 2020","tschrup","/user/ur119504506/","GREAT FUN in the horror/adventure genre","tt6483422"
"408",279,"rw5802708","If you decide to give this movie a go, you might get a peek at some new emerging talent. But it\'s like someone gave you a piece of fruit that\'s not ripe; it\'s got potential but it\'s time hasn\'t come yet.\nIt feels like this movie was rushed thru production probably by budget constraints\' it could have used a rewrite or two and while the pacing was good for most of the movie it seemed to rush in many places especially building up to and during special effects. The 3 kids as the main protagonists were diamonds in the rough and definitely have talent.\n""They Reach"" borrows from Stranger Things and 8mm so least you can say is the writers have good taste.",3,"6 June 2020","finetunes","/user/ur0827323/","Not so good, but...","tt6483422"
"411",281,"rw5796872","Nothing but a bad attempt to entertain, a very poorly made movie with bad acting and no flow to any kind of story line.",1,"3 June 2020","ferdmalenfant","/user/ur88736167/","waste of time","tt6483422"
"420",288,"rw3338351","Sean Astin and Chris Mukley provide fine performances in director Gil Cates Jr. suspenseful film centered on two desperate men who have a chance meeting in the middle of Lake Michigan. Mitch (Astin) is determined to kill himself because he blames himself for his father\'s death in a factory accident. Kelly Enright (Mulkey) crashes his plane into the Lake while on a delivery of a backpack with $125,000 for either drugs or black market human body parts. Both men are desperately searching for hope and identity in their lives. The videography is stunning, and the writing creates a realistic give and take of hostility until each man realizes he must depend upon the other for survival. The film begins with a dream-like sequence of Mitch preparing for his trip out onto Lake Michigan (and his eventual suicide). He meticulously preps for his day, fills a bird feeder with enough seed to last several weeks, then visits his mother (who is suffering from Alzheimer\'s disease) in a nursing home. After making certain that everything he is leaving behind is in order, Mitch motors his father\'s small fishing boat out into the lake. Soon Mitch discovers the wreckage of a small plane and pulls the pilot (Kelly), who had been clinging to part of one of the wings, into his craft. The remainder of the film entails Mitch and Kelly discussing bleaker anecdotes of life that all of us experience and, often, keep to ourselves. Mitch has suffered the loss of his girlfriend through a skate boarding accident, the death of his father through the warehouse accident, and his mother to Alzheimer\'s. Through a chance cell phone call from the men who are awaiting Kelly\'s arrival with the money, Mitch is able to contact 911 and both men are rescued by the Coast Guard stationed in Milwaukee, Wisconsin. By the time of the rescue both men have helped each discover that hope survives. As Kelly said to Mitch during one of Mitch\'s self-indulgent diatribes, ""...don\'t do that to yourself [...] people have choices..."". This is a must see Indy film. The acting is sound, the writing is crisp and honest, the directing is insightful, and the videography is stunning and haunting.",8,"19 October 2015","jamuxcincy","/user/ur63287018/","A story of survival, friendship, and hope.","tt3074578"
"427",292,"rw6809778","I like this movie. It was simple. I think people have forgotten how to enjoy a simple movie with a simple message. It is such a breath of fresh air not to have some stupid twisted ending.",6,"13 April 2021","kcroslin-90375","/user/ur94646748/","Good film.","tt3074578"
"447",304,"rw8505202","Unique characters and solid performances combined with excellent cinematography and iconic Marlborough scenery make this a not to be missed New Zealand thriller. The innovative modes of attack and defense keep the suspense and pace moving along in this action packed and thoughtful film. The cabin at the heart of the movie contains violence, compassion, compromise, conflicting loyalties and intrigue. Congratulations to the large team that put this together. The opening night in Blenheim showcased Marlborough wine and food and gave everyone involved the chance to come together for a memorable night,",7,"2 September 2022","nickeade","/user/ur156382890/","A Very New Zealand Thriller","tt8709312"
"451",305,"rw8504215","The Story line with many turns kept me captivated wondering how each family outcome would eventuate. Two young actors were amazing showing so much emotion throughout the film, Josh and Marshall carried their parts off well keeping us captivated throughout the whole movie. The action scenes definitely kept us on the edge of our seats, was impressive! On a different note, the credits were clear and readable which is a credit to all involved. Thanks for using the fabulous Marlborough area for your background made a beautiful setting to the film! A massive congratulations to Aaron Falvey (director) a Marlborough local.",10,"2 September 2022","reefton","/user/ur156374246/","Action packed film!","tt8709312"
"458",308,"rw8516996","I was lucky enough to be invited along to the world premiere of this film in Blenheim, New Zealand. I had heard about Marshall Napier\'s last movie but was totally unaware that I was about to see it. I will admit that when I found out Aaron was involved I was expecting something of the ""zombie genre"". I was surprised when I started to watch and the story line began to unfold (this could be real) The scenery was so peaceful and inviting and in stark contrast to what was happening with the characters. I was absolutely impressed with the calibre of this locally shot movie. Marshall Napier and Josh McKenzie have done great work (as have all the others involved)",10,"5 September 2022","margmack","/user/ur156379766/","Action meets serenity","tt8709312"
"482",323,"rw9249514","This movie starts with an interesting premise but it is so badly told that one wonders if it were written by children. The script is just badly written, and the editing just chops up the film into nonsensical episodes where the scenes appear disconnected and choppy. Some of the scenes are stuck together randomly. With little of no context to provide much in the way of continuity. There are gaps in the narrative that the viewer has to fill in so that the movie makes any sense at all. The acting is pretty terrible and that does not help bring any of the characters to life or make them very engaging. Overall, just a chaotic bit of rubbish!",3,"9 August 2023","qui_j","/user/ur68519886/","Strong start but rapidly dies!","tt21308888"
"483",324,"rw9239451","Really great thought provoking movie. Acting is solid, directing well done. Some interesting twists and unexpected direction of some characters. Great at raising the whole ethical question of yet another way the wealthy can take advantage of those in need. Also the whole issue of corruption. No matter how ""well intended"" any concept of ""allowing"" the poor to benefit by aiding the rich, there will always be a larger, more insidious and greedy aspect underlying the public image of the process. Corruption and selfishness will always win, people will always use any means possible for their own personal gain. A really good watch, no slow moments, not drawn out. Tells the story fully and succinctly.",9,"5 August 2023","ayesha_lea","/user/ur64259371/","fresh idea, entertaining","tt21308888"
"495",332,"rw7002937","Nice film on the dark side of Norway during the second world war, in which we follow 4 children trying to reach Sweden and escape the Nazis. Despite the harsh subject, the film remains light.",7,"5 June 2021","nouyrigatantoine","/user/ur91714865/","darkside of norway during World War 2","tt9348848"
"501",336,"rw0905939","Reidar and Juni, both in their early twenties, are in a mental institution, labelled as ""crazy"" and unsuited for the outside world. We follow them and their psychiatrist (who is impotent, resulting in his wife having an ongoing affair with the local taxi driver) for a few days between Christmas and New Year\'s Eve. How different from the expected joyful, warm and cozy a family ""get together"" can be...",NA,"29 December 2002","twino","/user/ur0259726/","A slightly different Christmas","tt0339149"
"502",337,"rw0905941","ohh my good!!! This is a typicly norwegian movie!!! Nothing is happening!!!! And the music???? I think it is just a experiment like ""you are feeling sleepy...pling....plong....close your eyes....pling plong....zzz"" and then I fell asleep! I was not very tired before the movie, so maybe this movie is a ""good piece of art"" or something like that....but it is just boring!!!!!",1,"2 July 2003","runelars","/user/ur2522772/","Boring, I fell asleep!!!!","tt0339149"
"504",339,"rw0035884","This was Allied Artists ""first film"":....it was really a Monogram Picture and this was the first release in 1947,under their new name for their \'better\' product ALLIED ARTISTS. It was a fairly expensive film for them then ($450K) and filmed in colour. As a film it is a very effective multicultural experience and it is a credit to them to take such a risk on what one would think was then un marketable themes: illegal immigrant Chinese boy is adopted by land owning red Indian family, who send him to school. Kid gets taunted because of his new family and Chinese face. Pop, Anthony Quinn discovers oil on the farm and gets rich. They buy a racehorse and it becomes a champ and they become richer! Racial prejudice gets and airing too when they enter\' society\'. All quite startling and effectively handled. For these themes to be their first high profile calling card, AA/Monogram get a good report and deserve recognition for their worthy ideals. It is worth noting the interesting films Monogram decided to make as Allied Artists in their first few years, as THE GANGSTER and IT HAPPENED ON 5TH AVENUE attest. BLACK GOLD seems corny by today\'s cynicism, but the was a deserving hit for them. Like Republic\'s COME NEXT SPRING, a real Americana treat if you can find it and just enjoy.",NA,"12 February 2004","ptb-8","/user/ur2568038/","Allied Artist First","tt0039191"
"516",347,"rw7884430","This movie was enjoyable to watch with an interesting plot, which had couple of good laughter points. I thought the scene before the ending was a nice touch to the movie. I really recommend it!",9,"20 February 2022","aliceminji","/user/ur99716931/","Good","tt1193460"
"518",349,"rw9074668","This tragic story inspired by real life events offers an intimate and heartrelt insight into the lives of a young couple who is dealing with extreme grief after the lost of their child. Personally I loved the approach of showing how different the ways of coping with death of your child can be for the parents, yet both ways are justified and true. And that is what makes the film very believable and genuine. The character development is crucial in this pisture (as we see the younger and older versions of the couple) and I dare to say it was done masterfully and realistically. The acting performances of the two protagonists are so authentic and full of emotins that they fully drag you into this picture and make you feel truly sorry for what they have been through.",8,"24 May 2023","bohdanascheinostova","/user/ur164557180/","A heartbreaking film inspired by true events.","tt9848668"
